# High-Utility Itemsets (Readable)
# Total: 12904

DOT #UTIL: 49810.56 #SUP: 706
22423 #UTIL: 42669.85 #SUP: 1988
21212 22112 #UTIL: 3002.52 #SUP: 151
22188 #UTIL: 3001.17 #SUP: 189
22423 23207 #UTIL: 2998.85 #SUP: 125
21730 DOT #UTIL: 2996.82 #SUP: 14
22086 21481 #UTIL: 2996.58 #SUP: 111
20725 22112 #UTIL: 2996.03 #SUP: 149
21955 22423 #UTIL: 2995.84 #SUP: 54
DOT 15058B #UTIL: 2995.56 #SUP: 56
DOT 21042 #UTIL: 2995.41 #SUP: 26
DOT 90158 #UTIL: 2994.98 #SUP: 29
84029E 21485 #UTIL: 2993.70 #SUP: 148
22158 23084 #UTIL: 2993.17 #SUP: 49
22086 20712 #UTIL: 2990.98 #SUP: 125
22969 22666 #UTIL: 2988.81 #SUP: 163
22726 22112 #UTIL: 2988.64 #SUP: 139
22910 23318 #UTIL: 2988.44 #SUP: 168
DOT 20998 #UTIL: 2987.93 #SUP: 39
DOT 23192 #UTIL: 2987.70 #SUP: 26
22426 47566 #UTIL: 2987.25 #SUP: 69
DOT 37450 #UTIL: 2987.11 #SUP: 36
22910 22112 #UTIL: 2986.93 #SUP: 139
22469 22197 #UTIL: 2985.04 #SUP: 197
22722 22978 #UTIL: 2985.03 #SUP: 81
22355 84030e #UTIL: 2982.81 #SUP: 41
DOT 22977 #UTIL: 2981.77 #SUP: 24
22910 22158 #UTIL: 2979.86 #SUP: 68
22197 23343 #UTIL: 2979.76 #SUP: 126
22086 23536 #UTIL: 2978.89 #SUP: 24
23084 23319 #UTIL: 2978.66 #SUP: 75
DOT 21201 #UTIL: 2978.59 #SUP: 28
22748 22423 #UTIL: 2978.20 #SUP: 104
22910 21479 #UTIL: 2978.08 #SUP: 117
DOT 23110 #UTIL: 2977.79 #SUP: 36
22961 47566 #UTIL: 2977.36 #SUP: 198
22582 DOT #UTIL: 2976.64 #SUP: 25
DOT 20840 #UTIL: 2976.48 #SUP: 33
DOT 21389 #UTIL: 2975.74 #SUP: 33
DOT 20700 #UTIL: 2975.74 #SUP: 50
21931 22379 #UTIL: 2974.06 #SUP: 296
20719 23204 #UTIL: 2973.93 #SUP: 290
84347 23355 #UTIL: 2973.87 #SUP: 73
22130 DOT #UTIL: 2972.75 #SUP: 21
22418 22423 #UTIL: 2971.46 #SUP: 79
22729 22355 #UTIL: 2969.42 #SUP: 77
22086 22327 #UTIL: 2969.29 #SUP: 70
21731 22197 #UTIL: 2968.60 #SUP: 229
21724 DOT #UTIL: 2967.95 #SUP: 22
22086 22666 #UTIL: 2966.61 #SUP: 171
22086 84032A #UTIL: 2966.35 #SUP: 131
DOT 90087 #UTIL: 2966.34 #SUP: 22
84029E 84347 #UTIL: 2966.15 #SUP: 63
22730 #UTIL: 2965.08 #SUP: 570
22423 84032A #UTIL: 2964.79 #SUP: 112
DOT 20981 #UTIL: 2964.64 #SUP: 36
21328 22423 #UTIL: 2963.52 #SUP: 73
22727 79321 #UTIL: 2963.20 #SUP: 136
22111 47566 #UTIL: 2961.71 #SUP: 110
22086 23505 #UTIL: 2960.82 #SUP: 31
22149 #UTIL: 2959.53 #SUP: 547
22411 22385 #UTIL: 2958.25 #SUP: 274
DOT 22984 #UTIL: 2956.03 #SUP: 25
22041 #UTIL: 2955.79 #SUP: 361
22384 23209 #UTIL: 2955.44 #SUP: 343
20727 22356 #UTIL: 2954.89 #SUP: 271
DOT 47590A #UTIL: 2953.55 #SUP: 33
22697 23170 #UTIL: 2953.44 #SUP: 224
22086 22697 #UTIL: 2953.23 #SUP: 129
10125 DOT #UTIL: 2952.75 #SUP: 30
22910 22111 #UTIL: 2951.57 #SUP: 134
22499 #UTIL: 2951.18 #SUP: 407
48194 23284 #UTIL: 2950.17 #SUP: 89
84992 22423 #UTIL: 2948.88 #SUP: 151
22188 DOT #UTIL: 2948.59 #SUP: 24
23172 23170 #UTIL: 2946.44 #SUP: 269
DOT 84509C #UTIL: 2945.87 #SUP: 28
48173C 48138 #UTIL: 2944.69 #SUP: 46
22735 22423 #UTIL: 2944.16 #SUP: 50
22727 21479 #UTIL: 2943.53 #SUP: 101
DOT 46776E #UTIL: 2943.06 #SUP: 33
22727 84347 #UTIL: 2942.84 #SUP: 86
DOT 23567 #UTIL: 2938.89 #SUP: 18
22413 #UTIL: 2938.01 #SUP: 412
21931 47566 #UTIL: 2937.45 #SUP: 188
23170 #UTIL: 2937.22 #SUP: 445
DOT 84509B #UTIL: 2937.03 #SUP: 29
21479 47566 #UTIL: 2935.96 #SUP: 89
22423 23307 #UTIL: 2934.60 #SUP: 147
DOT 23183 #UTIL: 2934.44 #SUP: 26
21791 22197 #UTIL: 2932.12 #SUP: 150
DOT 21808 #UTIL: 2930.58 #SUP: 26
DOT 23381 #UTIL: 2929.55 #SUP: 16
22438 DOT #UTIL: 2929.41 #SUP: 29
20713 23201 #UTIL: 2926.84 #SUP: 171
DOT 21882 #UTIL: 2925.30 #SUP: 32
21121 DOT #UTIL: 2925.18 #SUP: 39
23172 23171 #UTIL: 2922.81 #SUP: 278
22548 DOT #UTIL: 2922.52 #SUP: 29
21576 DOT #UTIL: 2921.61 #SUP: 33
22086 22654 #UTIL: 2921.32 #SUP: 89
21804 DOT #UTIL: 2921.25 #SUP: 23
22111 23084 #UTIL: 2921.24 #SUP: 63
DOT 23391 #UTIL: 2921.19 #SUP: 14
85099C 20711 #UTIL: 2921.02 #SUP: 213
85114B DOT #UTIL: 2920.57 #SUP: 26
84406B DOT #UTIL: 2919.62 #SUP: 43
23084 23351 #UTIL: 2918.76 #SUP: 78
22382 20719 #UTIL: 2917.54 #SUP: 234
22087 #UTIL: 2916.51 #SUP: 326
DOT 21067 #UTIL: 2915.74 #SUP: 34
22785 DOT #UTIL: 2915.14 #SUP: 20
22727 22910 #UTIL: 2911.70 #SUP: 134
79321 22197 #UTIL: 2910.99 #SUP: 140
22086 84692 #UTIL: 2910.65 #SUP: 127
85123A 82580 #UTIL: 2909.17 #SUP: 212
DOT 84510C #UTIL: 2908.61 #SUP: 24
21708 DOT #UTIL: 2908.52 #SUP: 32
22910 22734 #UTIL: 2906.46 #SUP: 150
20723 23298 #UTIL: 2906.08 #SUP: 136
82484 23135 #UTIL: 2904.86 #SUP: 11
22114 84692 #UTIL: 2904.80 #SUP: 95
21217 #UTIL: 2904.75 #SUP: 344
21175 85152 #UTIL: 2904.51 #SUP: 293
DOT 79067 #UTIL: 2903.33 #SUP: 20
22356 23084 #UTIL: 2903.21 #SUP: 104
85099C 22385 #UTIL: 2902.40 #SUP: 230
22114 22952 #UTIL: 2901.98 #SUP: 108
22662 #UTIL: 2900.89 #SUP: 682
22326 85099B #UTIL: 2900.22 #SUP: 143
85123A 20727 #UTIL: 2899.65 #SUP: 262
84879 23201 #UTIL: 2899.41 #SUP: 75
35598D DOT #UTIL: 2899.00 #SUP: 19
85014B #UTIL: 2898.85 #SUP: 350
22114 21213 #UTIL: 2898.51 #SUP: 75
DOT 37448 #UTIL: 2898.14 #SUP: 33
22112 84347 #UTIL: 2895.07 #SUP: 86
22193 #UTIL: 2894.73 #SUP: 460
85123A 82552 #UTIL: 2894.16 #SUP: 110
22423 22378 #UTIL: 2893.43 #SUP: 85
85099C 21930 #UTIL: 2893.25 #SUP: 265
DOT 20832 #UTIL: 2893.10 #SUP: 27
85099F 23201 #UTIL: 2891.91 #SUP: 197
22423 22907 #UTIL: 2891.72 #SUP: 168
85099B 23084 #UTIL: 2890.93 #SUP: 186
DOT 21820 #UTIL: 2890.92 #SUP: 32
22086 84832 #UTIL: 2890.68 #SUP: 59
21915 23203 #UTIL: 2887.51 #SUP: 84
22114 22865 #UTIL: 2887.38 #SUP: 149
85123A 23084 #UTIL: 2887.38 #SUP: 142
22191 #UTIL: 2886.48 #SUP: 415
21212 79321 #UTIL: 2885.36 #SUP: 157
22605 #UTIL: 2885.12 #SUP: 299
DOT 90161B #UTIL: 2884.89 #SUP: 25
DOT 85180A #UTIL: 2883.75 #SUP: 28
23344 23582 #UTIL: 2883.32 #SUP: 115
22631 20724 #UTIL: 2880.14 #SUP: 139
85099B 20719 #UTIL: 2879.21 #SUP: 298
22197 22383 #UTIL: 2878.48 #SUP: 269
22489 23084 #UTIL: 2878.33 #SUP: 87
22086 22139 #UTIL: 2876.73 #SUP: 120
DOT 21847 #UTIL: 2876.68 #SUP: 28
48185 48188 #UTIL: 2876.01 #SUP: 50
DOT 37342 #UTIL: 2874.74 #SUP: 46
23084 23378 #UTIL: 2874.41 #SUP: 45
22629 21731 #UTIL: 2874.21 #SUP: 176
23084 23365 #UTIL: 2871.98 #SUP: 55
20711 #UTIL: 2871.77 #SUP: 522
DOT 20622 #UTIL: 2871.75 #SUP: 19
23084 23582 #UTIL: 2871.68 #SUP: 62
21929 22385 #UTIL: 2871.49 #SUP: 206
22112 23298 #UTIL: 2870.28 #SUP: 92
22138 23084 #UTIL: 2864.11 #SUP: 98
DOT 84707A #UTIL: 2863.22 #SUP: 23
20719 23298 #UTIL: 2862.95 #SUP: 134
22501 47566 #UTIL: 2862.69 #SUP: 124
23307 23245 #UTIL: 2862.17 #SUP: 204
15056BL 22423 #UTIL: 2862.14 #SUP: 76
22991 22992 #UTIL: 2862.00 #SUP: 144
22697 23174 #UTIL: 2861.30 #SUP: 165
22469 47566 #UTIL: 2861.22 #SUP: 213
47566 23203 #UTIL: 2860.77 #SUP: 211
21976 22355 #UTIL: 2860.73 #SUP: 121
21731 20712 #UTIL: 2860.18 #SUP: 226
22197 20727 #UTIL: 2859.07 #SUP: 257
22326 22382 #UTIL: 2857.68 #SUP: 177
DOT 22447 #UTIL: 2857.56 #SUP: 28
21928 20711 #UTIL: 2854.75 #SUP: 199
20725 23207 #UTIL: 2853.89 #SUP: 310
22697 23171 #UTIL: 2853.75 #SUP: 243
21166 82600 #UTIL: 2853.13 #SUP: 177
22114 23301 #UTIL: 2853.02 #SUP: 125
22570 #UTIL: 2852.31 #SUP: 386
22549 47566 #UTIL: 2851.38 #SUP: 77
22114 22738 #UTIL: 2851.05 #SUP: 77
23084 23371 #UTIL: 2848.95 #SUP: 56
22158 #UTIL: 2848.30 #SUP: 303
21484 21479 #UTIL: 2847.81 #SUP: 115
22659 22086 #UTIL: 2847.80 #SUP: 100
22197 21790 #UTIL: 2847.23 #SUP: 206
22086 22739 #UTIL: 2846.82 #SUP: 141
DOT 23087 #UTIL: 2846.75 #SUP: 20
22086 22457 #UTIL: 2846.68 #SUP: 148
23207 23209 #UTIL: 2846.44 #SUP: 298
DOT 85086A #UTIL: 2844.44 #SUP: 42
22968 22423 #UTIL: 2843.58 #SUP: 66
22149 22423 #UTIL: 2843.37 #SUP: 101
21484 20724 #UTIL: 2843.33 #SUP: 112
85099B 23245 #UTIL: 2842.40 #SUP: 197
22961 22722 #UTIL: 2842.39 #SUP: 226
85123A 85066 #UTIL: 2838.38 #SUP: 169
84997C 84997A #UTIL: 2838.30 #SUP: 147
DOT 23425 #UTIL: 2837.89 #SUP: 20
22616 23084 #UTIL: 2837.82 #SUP: 82
DOT 47369B #UTIL: 2837.05 #SUP: 20
21935 23084 #UTIL: 2836.34 #SUP: 133
85123A 22960 #UTIL: 2835.87 #SUP: 245
DOT 21391 #UTIL: 2834.56 #SUP: 30
DOT 21379 #UTIL: 2833.91 #SUP: 27
22423 20734 #UTIL: 2833.45 #SUP: 25
21931 22383 #UTIL: 2833.20 #SUP: 364
23284 23355 #UTIL: 2833.16 #SUP: 131
23582 23581 #UTIL: 2832.04 #SUP: 146
84279P DOT #UTIL: 2830.96 #SUP: 31
22068 47566 #UTIL: 2830.81 #SUP: 44
22355 23207 #UTIL: 2829.78 #SUP: 141
10002 DOT #UTIL: 2829.36 #SUP: 21
22118 DOT #UTIL: 2828.86 #SUP: 12
22385 23199 #UTIL: 2828.80 #SUP: 240
22646 22355 #UTIL: 2828.23 #SUP: 104
21936 #UTIL: 2827.99 #SUP: 531
DOT 21563 #UTIL: 2827.57 #SUP: 25
22112 20727 #UTIL: 2827.44 #SUP: 142
22086 22699 #UTIL: 2826.91 #SUP: 126
48187 23284 #UTIL: 2826.78 #SUP: 80
22328 20719 #UTIL: 2826.61 #SUP: 145
85099B 22699 #UTIL: 2826.23 #SUP: 256
22662 22630 #UTIL: 2824.30 #SUP: 187
22326 47566 #UTIL: 2823.85 #SUP: 119
47566 84989a #UTIL: 2823.14 #SUP: 22
20725 23208 #UTIL: 2822.08 #SUP: 305
DOT 21285 #UTIL: 2821.55 #SUP: 15
85150 21181 #UTIL: 2820.77 #SUP: 232
22727 20725 #UTIL: 2820.57 #SUP: 201
22720 23084 #UTIL: 2820.17 #SUP: 122
23084 23370 #UTIL: 2819.55 #SUP: 49
22197 22952 #UTIL: 2819.14 #SUP: 146
21243 22355 #UTIL: 2818.40 #SUP: 60
22086 23245 #UTIL: 2817.85 #SUP: 135
22411 23202 #UTIL: 2817.00 #SUP: 257
21080 #UTIL: 2816.78 #SUP: 986
23535 23526 #UTIL: 2815.29 #SUP: 106
22086 23328 #UTIL: 2814.33 #SUP: 125
22698 23170 #UTIL: 2813.48 #SUP: 203
20727 23209 #UTIL: 2813.15 #SUP: 375
DOT 21828 #UTIL: 2811.86 #SUP: 16
DOT 23219 #UTIL: 2811.00 #SUP: 15
22386 22423 #UTIL: 2810.80 #SUP: 135
22961 23203 #UTIL: 2810.41 #SUP: 160
84347 20724 #UTIL: 2810.29 #SUP: 99
DOT 22325 #UTIL: 2809.14 #SUP: 33
21244 22423 #UTIL: 2808.10 #SUP: 53
22151 DOT #UTIL: 2807.53 #SUP: 39
22086 21232 #UTIL: 2807.31 #SUP: 117
22174 22355 #UTIL: 2806.59 #SUP: 125
DOT 23338 #UTIL: 2806.06 #SUP: 17
22631 22114 #UTIL: 2805.24 #SUP: 61
21467 DOT #UTIL: 2804.60 #SUP: 28
DOT 22258 #UTIL: 2803.69 #SUP: 39
DOT 22286 #UTIL: 2803.05 #SUP: 36
21340 #UTIL: 2802.61 #SUP: 290
22086 22966 #UTIL: 2802.23 #SUP: 128
22382 23209 #UTIL: 2801.81 #SUP: 343
DOT 47504K #UTIL: 2801.59 #SUP: 36
22457 22469 #UTIL: 2799.83 #SUP: 297
22197 23313 #UTIL: 2799.78 #SUP: 81
22114 22941 #UTIL: 2799.37 #SUP: 66
22629 20725 #UTIL: 2798.64 #SUP: 220
21242 DOT #UTIL: 2798.06 #SUP: 40
23084 23376 #UTIL: 2797.88 #SUP: 49
DOT 90197B #UTIL: 2797.56 #SUP: 25
82483 82482 #UTIL: 2797.16 #SUP: 214
23581 #UTIL: 2796.75 #SUP: 338
23300 #UTIL: 2796.55 #SUP: 758
85123A 21754 #UTIL: 2796.25 #SUP: 253
DOT 21051 #UTIL: 2795.49 #SUP: 28
22624 47566 #UTIL: 2794.68 #SUP: 116
79321 21479 #UTIL: 2793.16 #SUP: 77
21731 79321 #UTIL: 2793.11 #SUP: 108
DOT 23407 #UTIL: 2790.94 #SUP: 15
22086 21934 #UTIL: 2790.92 #SUP: 122
85123A 48185 #UTIL: 2790.77 #SUP: 59
47566B #UTIL: 2790.25 #SUP: 365
DOT 37327 #UTIL: 2789.05 #SUP: 35
85099B 22355 #UTIL: 2787.73 #SUP: 324
22617 #UTIL: 2785.54 #SUP: 464
85177 DOT #UTIL: 2785.27 #SUP: 23
DOT 21723 #UTIL: 2785.07 #SUP: 21
22114 22737 #UTIL: 2784.03 #SUP: 77
85123A 21232 #UTIL: 2783.66 #SUP: 234
23084 23311 #UTIL: 2783.20 #SUP: 72
22147 22423 #UTIL: 2782.92 #SUP: 82
22556 22554 #UTIL: 2782.74 #SUP: 283
22423 23293 #UTIL: 2782.57 #SUP: 113
21212 21479 #UTIL: 2782.40 #SUP: 114
21212 20727 #UTIL: 2780.52 #SUP: 279
85048 #UTIL: 2778.49 #SUP: 261
22386 47566 #UTIL: 2778.22 #SUP: 187
22866 22111 #UTIL: 2777.73 #SUP: 166
DOT 20661 #UTIL: 2777.69 #SUP: 31
22423 22746 #UTIL: 2775.48 #SUP: 82
22086 22174 #UTIL: 2774.82 #SUP: 94
DOT 84931A #UTIL: 2774.65 #SUP: 28
22663 85099B #UTIL: 2774.64 #SUP: 275
85099B 21232 #UTIL: 2774.35 #SUP: 229
22727 23203 #UTIL: 2774.26 #SUP: 137
22114 82583 #UTIL: 2774.13 #SUP: 88
21929 20724 #UTIL: 2773.76 #SUP: 213
22411 23201 #UTIL: 2773.08 #SUP: 255
21481 #UTIL: 2772.18 #SUP: 490
22191 DOT #UTIL: 2770.62 #SUP: 20
85099B 22697 #UTIL: 2770.52 #SUP: 270
22699 22720 #UTIL: 2770.40 #SUP: 237
22359 DOT #UTIL: 2770.26 #SUP: 20
22114 22736 #UTIL: 2769.86 #SUP: 63
22110 20724 #UTIL: 2769.52 #SUP: 105
23175 23171 #UTIL: 2767.81 #SUP: 144
23535 23534 #UTIL: 2767.55 #SUP: 107
84879 84946 #UTIL: 2766.74 #SUP: 173
85099F 23203 #UTIL: 2766.44 #SUP: 244
84029E 22726 #UTIL: 2766.33 #SUP: 95
21216 #UTIL: 2766.09 #SUP: 430
22171 23134 #UTIL: 2765.93 #SUP: 9
22114 22866 #UTIL: 2765.50 #SUP: 145
DOT 22516 #UTIL: 2764.97 #SUP: 20
DOT 21206 #UTIL: 2762.79 #SUP: 34
84347 22952 #UTIL: 2759.68 #SUP: 107
85071B DOT #UTIL: 2759.43 #SUP: 21
DOT 21246 #UTIL: 2759.06 #SUP: 54
23208 23202 #UTIL: 2758.88 #SUP: 235
22411 85099F #UTIL: 2757.79 #SUP: 235
23007 23008 #UTIL: 2757.56 #SUP: 95
DOT 23133 #UTIL: 2757.01 #SUP: 21
22086 22645 #UTIL: 2755.36 #SUP: 81
22728 23084 #UTIL: 2754.99 #SUP: 107
DOT 72349B #UTIL: 2754.29 #SUP: 22
23254 23256 #UTIL: 2754.11 #SUP: 228
85099B 21936 #UTIL: 2753.97 #SUP: 240
85123A 21181 #UTIL: 2752.53 #SUP: 205
22423 22029 #UTIL: 2751.73 #SUP: 137
22423 22846 #UTIL: 2751.12 #SUP: 71
23173 23172 #UTIL: 2750.93 #SUP: 133
22356 #UTIL: 2750.75 #SUP: 742
DOT 23341 #UTIL: 2750.72 #SUP: 22
22114 22867 #UTIL: 2750.62 #SUP: 138
21212 23298 #UTIL: 2750.16 #SUP: 183
22726 20723 #UTIL: 2749.51 #SUP: 159
47580 22423 #UTIL: 2746.68 #SUP: 40
22960 23243 #UTIL: 2746.45 #SUP: 106
DOT 21725 #UTIL: 2745.46 #SUP: 18
84029E 79321 #UTIL: 2744.20 #SUP: 88
22197 22991 #UTIL: 2741.78 #SUP: 69
21479 22110 #UTIL: 2740.71 #SUP: 89
22423 21928 #UTIL: 2740.70 #SUP: 123
DOT 23159 #UTIL: 2738.46 #SUP: 27
22086 22725 #UTIL: 2737.94 #SUP: 90
DOT 22514 #UTIL: 2737.50 #SUP: 21
22698 23245 #UTIL: 2736.43 #SUP: 190
21166 22423 #UTIL: 2736.05 #SUP: 140
DOT 22032 #UTIL: 2735.93 #SUP: 29
20728 22356 #UTIL: 2734.88 #SUP: 252
85123A 82483 #UTIL: 2734.49 #SUP: 187
22411 20711 #UTIL: 2734.16 #SUP: 266
22114 22383 #UTIL: 2734.00 #SUP: 97
20725 21155 #UTIL: 2733.82 #SUP: 173
85099B 22178 #UTIL: 2733.70 #SUP: 232
22197 20719 #UTIL: 2732.41 #SUP: 231
21340 DOT #UTIL: 2732.00 #SUP: 28
22396 DOT #UTIL: 2731.83 #SUP: 21
85186A DOT #UTIL: 2730.09 #SUP: 41
20726 20712 #UTIL: 2729.61 #SUP: 237
23243 23245 #UTIL: 2728.34 #SUP: 186
23298 23245 #UTIL: 2727.61 #SUP: 155
22961 22993 #UTIL: 2727.22 #SUP: 277
22846 #UTIL: 2723.50 #SUP: 278
22734 #UTIL: 2723.01 #SUP: 422
23199 23084 #UTIL: 2722.18 #SUP: 167
DOT 23323 #UTIL: 2720.30 #SUP: 23
82484 22423 #UTIL: 2719.63 #SUP: 124
22798 22423 #UTIL: 2719.36 #SUP: 89
22580 23084 #UTIL: 2718.98 #SUP: 76
22697 23084 #UTIL: 2718.90 #SUP: 126
DOT 23061 #UTIL: 2718.18 #SUP: 28
21485 21479 #UTIL: 2717.25 #SUP: 134
22114 20726 #UTIL: 2716.90 #SUP: 88
23344 23313 #UTIL: 2716.58 #SUP: 98
22666 23084 #UTIL: 2716.24 #SUP: 135
DOT 72122 #UTIL: 2715.23 #SUP: 16
DOT 23332 #UTIL: 2714.40 #SUP: 19
DOT 23400 #UTIL: 2712.60 #SUP: 12
22698 23174 #UTIL: 2711.16 #SUP: 153
22100 DOT #UTIL: 2708.81 #SUP: 20
21212 22197 #UTIL: 2707.94 #SUP: 301
23206 23204 #UTIL: 2706.48 #SUP: 286
22144 23084 #UTIL: 2706.47 #SUP: 91
84879 22191 #UTIL: 2705.46 #SUP: 55
DOT 84993a #UTIL: 2704.71 #SUP: 19
DOT 21402 #UTIL: 2702.86 #SUP: 31
DOT 22820 #UTIL: 2702.61 #SUP: 32
DOT 23506 #UTIL: 2702.54 #SUP: 16
22086 22730 #UTIL: 2702.17 #SUP: 97
20969 20971 #UTIL: 2700.92 #SUP: 99
DOT 21617 #UTIL: 2700.65 #SUP: 26
23084 23307 #UTIL: 2699.71 #SUP: 120
71459 #UTIL: 2699.07 #SUP: 440
23171 23245 #UTIL: 2698.49 #SUP: 162
20719 23206 #UTIL: 2698.27 #SUP: 225
85123A 21174 #UTIL: 2697.27 #SUP: 166
22469 23084 #UTIL: 2696.72 #SUP: 86
22086 21098 #UTIL: 2696.63 #SUP: 116
22629 22699 #UTIL: 2696.11 #SUP: 162
DOT 23280 #UTIL: 2695.55 #SUP: 23
21481 47566 #UTIL: 2694.41 #SUP: 86
22041 47566 #UTIL: 2693.33 #SUP: 73
23256 23084 #UTIL: 2693.01 #SUP: 61
22960 22630 #UTIL: 2692.39 #SUP: 176
21212 22356 #UTIL: 2692.29 #SUP: 258
DOT 23339 #UTIL: 2692.25 #SUP: 17
22423 23208 #UTIL: 2691.71 #SUP: 104
47566 23245 #UTIL: 2691.03 #SUP: 155
DOT 23239 #UTIL: 2690.72 #SUP: 23
22273 20969 #UTIL: 2690.57 #SUP: 58
22086 23312 #UTIL: 2689.85 #SUP: 90
21929 23202 #UTIL: 2686.39 #SUP: 202
23534 23526 #UTIL: 2685.39 #SUP: 88
22960 21212 #UTIL: 2684.90 #SUP: 265
20725 23199 #UTIL: 2684.59 #SUP: 271
84997B 85099B #UTIL: 2684.42 #SUP: 98
DOT 22971 #UTIL: 2683.42 #SUP: 34
85099B 21080 #UTIL: 2682.88 #SUP: 287
21754 22423 #UTIL: 2682.26 #SUP: 150
84029E 22356 #UTIL: 2680.67 #SUP: 94
21678 DOT #UTIL: 2679.77 #SUP: 16
47566 23209 #UTIL: 2679.57 #SUP: 171
84029E 22910 #UTIL: 2679.24 #SUP: 96
84879 23084 #UTIL: 2679.02 #SUP: 91
21061 DOT #UTIL: 2678.82 #SUP: 30
22993 23298 #UTIL: 2677.81 #SUP: 166
22114 22645 #UTIL: 2677.59 #SUP: 71
22114 23298 #UTIL: 2677.53 #SUP: 74
DOT 22285 #UTIL: 2677.19 #SUP: 29
DOT 22304 #UTIL: 2675.65 #SUP: 15
22728 22086 #UTIL: 2674.42 #SUP: 128
22086 22720 #UTIL: 2674.04 #SUP: 156
22117 DOT #UTIL: 2673.91 #SUP: 22
23298 23209 #UTIL: 2673.03 #SUP: 218
22900 22086 #UTIL: 2672.46 #SUP: 77
47590A #UTIL: 2672.07 #SUP: 390
DOT 84251C #UTIL: 2670.92 #SUP: 37
DOT 22303 #UTIL: 2670.71 #SUP: 28
DOT 84459B #UTIL: 2670.14 #SUP: 30
85049C DOT #UTIL: 2670.12 #SUP: 20
22086 22736 #UTIL: 2669.80 #SUP: 108
22727 21212 #UTIL: 2669.05 #SUP: 217
22619 22423 #UTIL: 2668.91 #SUP: 112
84347 20719 #UTIL: 2668.48 #SUP: 88
22114 22734 #UTIL: 2668.37 #SUP: 77
22197 23300 #UTIL: 2666.39 #SUP: 171
22633 22865 #UTIL: 2665.83 #SUP: 236
21244 47566 #UTIL: 2664.06 #SUP: 56
22423 85049g #UTIL: 2661.13 #SUP: 49
22960 22629 #UTIL: 2660.94 #SUP: 147
23174 23245 #UTIL: 2660.40 #SUP: 125
21714 47566 #UTIL: 2660.28 #SUP: 71
DOT 20751 #UTIL: 2660.27 #SUP: 27
20725 21929 #UTIL: 2658.07 #SUP: 243
21484 22112 #UTIL: 2658.04 #SUP: 151
22749 22750 #UTIL: 2657.78 #SUP: 255
84879 21915 #UTIL: 2656.88 #SUP: 78
21929 20711 #UTIL: 2656.53 #SUP: 190
21154 20724 #UTIL: 2656.14 #SUP: 165
82486 22423 #UTIL: 2655.90 #SUP: 115
22596 23084 #UTIL: 2654.34 #SUP: 49
85123A 20685 #UTIL: 2653.94 #SUP: 151
22969 22978 #UTIL: 2653.65 #SUP: 52
84029E 21212 #UTIL: 2652.82 #SUP: 112
22077 22355 #UTIL: 2652.74 #SUP: 144
22086 23206 #UTIL: 2652.46 #SUP: 129
23203 23582 #UTIL: 2652.37 #SUP: 123
22423 22069 #UTIL: 2652.28 #SUP: 43
21914 #UTIL: 2651.02 #SUP: 603
22492 21915 #UTIL: 2650.77 #SUP: 86
DOT 23123 #UTIL: 2649.89 #SUP: 22
22423 47559b #UTIL: 2649.23 #SUP: 24
22549 23084 #UTIL: 2649.18 #SUP: 70
22114 84997d #UTIL: 2648.46 #SUP: 36
47566 22377 #UTIL: 2648.41 #SUP: 71
21791 #UTIL: 2648.35 #SUP: 607
21891 #UTIL: 2648.31 #SUP: 425
48184 48138 #UTIL: 2648.20 #SUP: 85
DOT 21215 #UTIL: 2648.10 #SUP: 40
22423 84988 #UTIL: 2647.54 #SUP: 147
DOT 23101 #UTIL: 2646.58 #SUP: 19
23208 #UTIL: 2646.20 #SUP: 668
85099B 22993 #UTIL: 2645.97 #SUP: 266
20723 23084 #UTIL: 2645.33 #SUP: 96
22114 23206 #UTIL: 2644.30 #SUP: 90
23084 23494 #UTIL: 2643.67 #SUP: 55
22744 DOT #UTIL: 2643.16 #SUP: 25
22502 22501 #UTIL: 2642.88 #SUP: 178
20992 DOT #UTIL: 2642.01 #SUP: 30
22139 23084 #UTIL: 2641.93 #SUP: 118
22896 47566 #UTIL: 2641.32 #SUP: 92
21915 22423 #UTIL: 2641.26 #SUP: 113
22086 23284 #UTIL: 2640.96 #SUP: 92
22086 23293 #UTIL: 2639.93 #SUP: 119
22423 21452 #UTIL: 2639.89 #SUP: 55
21523 21955 #UTIL: 2638.37 #SUP: 57
84879 23215 #UTIL: 2637.01 #SUP: 40
23154 23084 #UTIL: 2636.91 #SUP: 26
22726 21212 #UTIL: 2636.75 #SUP: 216
DOT 21039 #UTIL: 2636.02 #SUP: 15
DOT 84661B #UTIL: 2635.94 #SUP: 20
22326 22631 #UTIL: 2635.51 #SUP: 125
DOT 23375 #UTIL: 2634.36 #SUP: 15
22910 21790 #UTIL: 2633.84 #SUP: 150
22457 84946 #UTIL: 2633.82 #SUP: 216
22865 23355 #UTIL: 2633.21 #SUP: 165
20723 23204 #UTIL: 2632.43 #SUP: 258
DOT 22426 #UTIL: 2632.41 #SUP: 24
22910 84946 #UTIL: 2631.93 #SUP: 114
DOT 90183B #UTIL: 2631.53 #SUP: 17
22727 20723 #UTIL: 2630.55 #SUP: 157
22423 15036 #UTIL: 2630.24 #SUP: 135
20749 DOT #UTIL: 2629.25 #SUP: 13
22423 21215 #UTIL: 2628.98 #SUP: 48
